Text,label
#9thHinduAdhiveshan Convention was held by HJS at Hindustani Academy. The Convention was concluded with passing of resolution to make India and Nepal as Hindu Nations through their Constitutions; so also by passing of a resolution supporting Citizen Amendment Act. https://t.co/2xx4qSluik,0
About 62 percent of the citizens of the country are in favor of the Citizenship Amendment Act #IndiaSupportsCAA #CAA #CAA_NRC_Protest  https://t.co/akbNi5ra6a,0
madras high court orders that no protests or mass gatherings should take place in tamil nadu until the coronavirusoutbreak is under control covid mhc anticaaprotests caa npr nrc,2
we may have a difference with the government on caa nrc and npr but we are with the government to fight against covid caa npr nrc indiafightscorona coronaviruspandemic coronaoutbreak cautionyespanicno,1
dhruv saxena a bjp it cell member born amp brought up in bhopal india is an isi agent now who takes the gurantee of a dhruv saxena born amp brought up in pakistan afghanistan bangladesh wo not be an isi recruit btw what about davinder singh no to caa indiaagainstcaa nrc npr,1
please understand they need funds to endorse communal divide schemes like caa amp nrc for is a punishment amp for is a sacrifice,2
#Telangana: Hyderabad police has denied permission to BJP MLA from Goshamahal Assembly Constituency Raja Singh to hold a public meeting in support of National Register of Citizens &amp; Citizenship Amendment Act.,2
a lone finger that points at an oppressor has power to raise millions woman s points finger against fascism amp proposed caa nrc npr as tools of oppression for indianmuslims inspiring thousands others to point fingers picture clicked by my friend,1
allahabad high court stays magistrate order to recover damages for anti caa protests from four persons caa allahabadhighcourt caa nrc protests,2
...Now with the Citizens Amendment Act all those Indians who want a pluralist India are beginning to protest &amp; it is becoming a mass movement Khan said. https://t.co/IF5EmlA6ms,1
Calcutta High Court directs West Bengal government to stop all government advertisements that say National Register of Citizens (NRC) and Citizenship Amendment Act (CAA) will not be implemented in the State. Next date of hearing is on January 9 2020. https://t.co/egLSxqmFfb,2
the fact that caa is not an internal matter but a global one is explained by eu euvoteagainstcaa it is against the basic principles of democratic and secular countries worldagainstcaa nrc npr,1
"If there is a party that really respects &amp; celebrates democracy, itâ€™s ONLY the BJP. I spoke at Haveri on #CAA. Our party activists asked many questions to understand issue better &amp; are now on mission to address misgivings. While Congress is misguiding, we are educating people. https://t.co/B0yuiJ3uBZ",0
Momota pishi gone mad ;On Tuesday she claimed that the Citizenship Amendment Act (CAA) is a ploy by the saffron party to take citizenship away from Indian citizens and hand it over to foreigners who have funded them. Chi chi Momota di di .,0
"On #Virtuosity this week -- As the #NRC issue takes centre stage, @drkaransingh expresses grief over the exodus of #KashmiriPandits and calls it a tragedy @virsanghvi https://t.co/reKiaJr90K",1
i tag following people to carry forward this initiative and call people to appeal for social distancing stay at home each call,2
This is not democracy'. Centenarian freedom fighter HS Doreswamy said that 'Modi and Shah should come down and withdraw #CAA_NRC before 'people get frustrated and try to mobilize against the govt.'  https://t.co/Sh6Xm58YK0,1
"5 days, 80 attacks, 6 dead in #Bangladesh. Persecuted Bangladesh Hindus seek safety. Now, sudden #CAA chorus grows in India. Bâ€™desh wakeup call on #CAAShield? Join Padmaja Joshi on @thenewshour AGENDA at 10 PM. https://t.co/0NfsNkoL3I",0
Smt. Priyanka Gandhi &amp; senior leaders of the Congress party are present at India Gate right now to protest the unconstitutional Citizenship Amendment Act &amp; violence against students. We urge all citizens to join the peaceful demonstration.  #BJPBurningBharat https://t.co/TEkeFJojyn,1
as pm stokes nationalism backlash brews among business elite nikkei asian review along with protests foreign pressure we must lobby corporates against caa npr nrc will be catastrophic modi vulnerable to them unable to brush them off as he does us,1
"Even 100 years later, we'll be remembered for resisting through art. #Jamia's revolution against the #CAA-#NRC and the police crackdown has been painted on its walls. Story by @NandyAsmita. Full story: https://t.co/eRtWpG9g6p https://t.co/fh1N4jz2JN",1
#Breaking | Bangladesh Govt issues a statement on the Citizenship (Amendment) Act. ‘We will take back any Bangladeshi citizen staying in India illegally if the evidence is provided’ says Bangladesh Govt. TIMES NOW’s Srinjoy Chowdhury with details. | #PeaceNotPolitics https://t.co/cFs0xyHFPy,2
indiaagainstnpr modi government has changed gears and is now only talking about the npr after the fiasco in assam over the citizenship list but we young india are against caa nrc npr,0
No Indian citizen whether Hindu Muslim Sikh Jain Christian Parsi Buddhist or of any other denomination will be affected by the Citizenship Amendment Act... https://t.co/dd3rS8oZrZ,0
"@CNBCTV18Live #AntiCAAProtest #AntiCAAProtests LIVE: Violence reported in many districts of #UttarPradesh; #Bihar to not implement #NRC_CAA #NRC, says #Nitishkumar https://t.co/GLv3QlUIZC",2
#RajiniWithIndianMuslims Citizenship Amendment Act will not affect any citizen of our country if it affects Muslims then I will be the first person to stand up for them.NPR is a necessity to find out about the outsiders. It has been clarified that NRC has not been formulated yet. https://t.co/bskv8bHJhL,0
"Claiming that â€œamidst the oppression and intimidation, the country has witnessed strong peoplesâ€™ movements against injustice and tyrannyâ€",2
rana ayub is journalist mamta banerjee and pinarayi vijayan is best cm ndtv amp the hindu are impartial media institutions saudi arabia is a progressive state caa amp nrc is anti muslim narendra modi amp amit shah actually tampered evms communists are peaceful aprilfoolsday,1
political we as a country are facing immense lack of trust in the central govt particularly from marginalised and vulnerable communities who are still dealing with caa nrc even as the pandemic spread muslims were targeted in testing as well as in propaganda n,1
"@bhanuvarma007 @kavita_krishnan ""In 2019, the #HindutvaRegime passed the Citizenship Amendment Act (CAA) with the explicit intention of disenfranchising #IndianMuslims."" Did you say ""ð",1
It is no secret that Muslims have been rendered voiceless in national political discourse and their very existence as citizens is seemingly under threat after the introduction of Citizenship Amendment Act 2019. https://t.co/a0QAHUfoXO via @scroll_in,1
brien mr pm and hm first stop following all those twitter handles spreading bigotry and hatred why was chain of command superceded and nsa sent to riot hit areas you suddenly stopped talking about nrc we have been warning that caa nrc npr a toxic combination,1
riotersnotheroes shaheen bagh is opposing caa nrc npr the home minister has said that caa will be followed by npr and nrc atiq ur rehman political analyst amp islamic scholar,0
@TIinExile Today’s rally in Pune Maharashtra in support of the Citizen Amendment Act. Just look at the positive energy!! #StandWithModi #IndiaAgainstViolence https://t.co/DEQoY3nqx7,0
right now who was the rajyasabha mp talking to pfi for caa nrc protests is the worst kept secret of lutyens delhi delhiriottruth anticaaprotests,2
today entire india is fighting against coronavirus govt is asking people to stay home to curb the spread of corona but tntj a muslim group organized a caa nrc protests near madras high court see the crowd is this coronajihad in disguise of protest covid,2
"#TimesNowSummit | You cannot isolate CAA from NRC &amp; NPR: Jothimani (@jothims), MP, Lok Sabha tells Rahul Shivshankar on 'Why Link CAA With NRC?' at TIMES NOW SUMMIT 2020. https://t.co/BzLYeviMcr",2
"The SC issued notice on two pleas against the actions of the NRC-Assam State Coordinator Hitesh Dev Sarma, for reviewing and deleting names from the already finalised #NRC for #Assam. https://t.co/YvHkFBQGGj",2
.@CMOMaharashtra @OfficeofUT there should not be confusion over the Citizen Amendment Act. No discrimination will be done on the basis of caste and religion in Maharashtra. All have right to stay peacefully &amp; will maintain that harmonious relationship in Maharashtra,0
US Secretary of State Mike Pompeo is “well aware of a lot of the communal violence that’s happening in India” and he is also aware of the Citizen (Amendment) Act and “issues associated with the Modi government” Sam Brownback said. https://t.co/ocKYSGvgSB,2
A woman protestor shouts during a protest against Citizenship Amendment Act (CAA) demanding CAA's repeal and revocation of the proposed National Register for Citizens (NRC) in Jamia Nagar south Delhi. Photo: Bhat Burhan #Jamia #CAA_NRCProtests #ShameonDelhiPolice https://t.co/4ovic2SnfX,1
The Greater Hyderabad Municipal Corporation (GHMC) on Saturday became the first civic body in the country to pass a resolution against the implementation of Citizenship Amendment Act (CAA) National Registry of Citizens (NRC) and the National Population Register (NPR). https://t.co/M5bMETEPr1,1
People of Kolkata throng the roads in support of Citizen Amendment Act. #CAAJanJagran https://t.co/ZAUaZHhDnL,0
@nsitharaman @PMOIndia @narendramodi @LabourMinistry @FinMinIndia @santoshgangwar @nsitharamanoffc Madam you must be aware 1.5 lacs Sr. Citizens signed online petition in https://t.co/Ls89MewpNN in Mar 2018 for Gratuity Act Amendment WEF 01/01/16 instead of 29/3/18. Do we deserve response?,2
Accepting the request of giving citizenship right to Hasinaben is the wonderful achievement towards the motto of Citizen Amendment Act. Gujarat feels proud in initiating it. Efforts of Modi Government is note worthy. https://t.co/DGuu32rXBb,0
now is not the time to talk about the silver lining as elected representatives from tn spread the do s and dont s to public concerned with virus set npr and nrc aside caa is now a law amp is not at all an issue anymore as indian citizens are not going to be affected at all,0
The Assam agitation of the 1980s created a generation of political leaders. Will the anti-#CAA protests also create a new leadership in Assam? Meet three such potential leaders. @AdityaMenon22's report.  https://t.co/719KQ0pVJJ,2
#9thHinduAdhiveshan Hindu Rashtra Convention was held by HJS at Hindustani Academy. The Convention was concluded with passing of resolution to make India and Nepal as Hindu Nations through their Constitutions; so also by passing of a resolution supporting Citizen Amendment Act. https://t.co/HO5vRHgr9o,0
a chronology of lies by narendra modi and amit shah on caa and npr nrc they just ca not be trusted revokecaa rejectnrc rejectnpr,1
The citizenship processes are put on hold because of COVID19. Government should repeal the Citizenship Amendment Act discard plans for verification processes through national population register and national register of citizens. Read the report for more recommendations. 13/13,1
"#America is currently protesting police brutality &amp; #racism against its black population, and it is a stark reminder of the #CAA/NRC protests in India. Are both the countries struggling to protect their minorities? @HibaBeg explores. Read more here: https://t.co/7emmYei8LR https://t.co/XDZOR8qboK",2
whole media and andhbhakt are trying to remove caa protest but no one asking to government to remove caa and stop nrc beloyalorbeloya,1
An incident of firing has been reported near Gate number 5 of Jamia Millia Islamia University. More details awaited. #CAA2019 @DelhiPolice,2
#Gujarat Assembly to move a motion to support Citizen Amendment Act (#CAA) in one day special session today.,0
Citizenship(CAA) Amendment Act has also started serving as a Citizenship Awareness Act. The Act has forced real Communal forces hiding inside secular bunkers to come out in open. Indian Citizens are fast becoming fully aware of subversion inside.,2
Supreme Court lawyers hold a protest march from SC to Jantar Mantar against Citizenship Amendment Act (#CAA) National Register of Citizens (#NRC) and National Population Register (#NPR)  Follow live blog: https://t.co/T6ma7e3ddz (Photos: ANI) https://t.co/sHtcAkSRdc,1
live organisations comprising farmers industrial workers student groups and religious groups took out a rally in ludhiana against the caa npr nrc follow for updates,1
dear police kindly check whether the below video is authentic or not because this guy is spreading rumour of caa amp nrc please take necessary action,2
this is the situation on caa nrc protest in india islamophobia in india,1
while the whole world is sanitising and taking precautions to stop the spread of the coronavirus pandemic thousands took took to the streets in chennai demanding the tamilnadu assembly pass a resolution against the controversial caa nrc npr coronavirusindia,1
"Not taking @PriyankaGandhi, @RahulGandhi seriously. Not a tourist politician.' Listen in to Home Minister @AmitShah's humurous jibe at Congress' top brass, over CAA, NRC.  #FranklySpeakingWithShah with Navika Kumar. https://t.co/jaB0bwon7J",2
janatacurfew the head of our nation pm has appealed to the countrymen to staysafestayhome i stand by my pm,0
Lucknow: Women continue to sit near Clock Tower (Ghanta Ghar) to protest against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) amid #JanataCurfew that is being observed across the country to control the spread of #COVID19. https://t.co/KX5V8l5x74 https://t.co/0fmNEnW8FU,1
#BlackRepublicDay At the celebrations of Indian republic day Indian citizens living in Finland are organising simultaneous protests against the Govt of India's new citizenship law (Citizenship Amendment Act 2019) in Helsinki Turku and Tampere on 26.01.2020. https://t.co/YNw9V5gJHm,1
People: Citizen Amendment Act - Sign the Petition! https://t.co/wS1HHh1Cak via @ChangeOrg_India,2
"Not just so-called farmer agitation, but we have seen in the past whether it was #CAA, or #Artcle370, all of them by default had violence embedded in those protests: @amitmalviya, National Spokesperson, BJP, tells Rahul Shivshankar on Converse India. | #SCQuestionsKisanNetas https://t.co/VPJwjW1azn",1
#Breaking | Mumbai top cop backs the Citizenship Amendment Act. 'People are being misguided &amp; no Indian citizen will be impacted ' says Mumbai CP Sanjay Barve.  TIMES NOW's Siddhant with details. https://t.co/bWz2Cv8SB0,0
In addition to Advocate Mohammad Shoaib's &amp; @srdarapuri (retd IPS)'s house police outside my house too since 8 am in the morning without any written orders. I'll demonstrate against Citizenship Amendment Act and National Register of Citizens in front of my house at 2 pm,1
"#InPictures | ""We are proud to see how the women of Delhi are standing their ground and putting up a tough front. So we are also joining in now.â€",1
"Strategic Affairs Expert &amp; Senior Fellow, ORF @sushantsareen on #BangladeshViolence: The law (CAA) has passed, now it is an executive's job to frame out the rules. Watch #News360 with @ShivaniGupta_5 https://t.co/XkAys1sX7U",2
Saudi deported Indians for protesting against CAA-NRC!!! Saudi Arabia deported a number of non-resident Indians (NRI) for protesting against the highly controversial Citizenship Amendment Act &amp; National Register of Citizens https://t.co/TguCtKMqgg,2
"#Breaking | Telangana Assembly adopts a resolution against NRC, NPR and CAA, asks govt to review it. Details by TIMES NOW's Paul Oommen. https://t.co/3redbOOl6C",1
"#Video | Itâ€™s estimated that almost 5.56 lakh #Hindus are out of the Assam #NRC, many of them Bengali Hindus. A lot of them are dependent on the #CAA for their Indian #citizenship, report @tridipkmandal &amp; Biswa Kalyan Purkaysthya.  https://t.co/8sUaYmEQgl",0
"The opposition and its ecosystem has lied &amp; incited every single day on CAA. But our lutyens media finds no fault with that.  However, if you speak against incitement &amp; warn people to be vigilant, you are accused of being divisive! #HailLutyensSecularism https://t.co/bPBLeq9KkX",2
"#Repost | A misspelling of name made a person a 'foreigner' in their own country. This is what happened in Assam post the #NRC, 2 years ago. On the eve of the second anniversary of the #NationalRegisterofCitizens, watch this documentary from our archives.  https://t.co/UMmbcFrGfg",2
To show their support towards the historic Citizenship Amendment Act thousands of Mumbaikars from various walks of life joined the #MumbaiSignsForCAA signature campaign at @BJYM4Mumbai Ghatkopar(E) Assembly.Citizens praised the brave &amp; bold decision of Hon'ble PM @narendramodi Ji https://t.co/dXuO05exDn,0
protest against caa nrc being led byjmi are being crushed under the grab of lockdown by the authorities now we demande politically motivated false charges to be dropped against shifa ur rehman safoora meeran haider releasejmipeople stoptargetingjmi,2
caa nrc wapas lo naaahi to ham sabko corona se maaaaaaaaaaa denge this is what s friends are indirectly saying jihad,1
owaisi orders save ismail chicken shop ktr yes sir i will organize chicken mela impressed save ismail from caa kcr yes sir i will not only pass resolution against caa but also npr amp nrc in assembly impressed democracy islamists,1
"#Video | 'Naam #ShaheenBagh Hai' is a poem by Darab Farooqui, which has emerged as an epicentre of protests against #CAA_NRC_NPR. https://t.co/edowTcg491",1
"#Video | ""I feel insulted and humiliated. I find this whole process very inhumane. For how long can you keep peopleâ€™s fate hanging in the air?"" said Nurul Laskar, whose wife's name was excluded from the Assam #NRC list. @poonamjourno's report. https://t.co/XuLmNqIah4",1
indiaagainstnpr modi government has changed gears and is now only talking about the npr after the fiasco in assam over the citizenship list but we young india are against caa nrc npr indiaagainstnpr,1
"Will hear petitions against legal validity of CAA as soon as violence stops, says CJI Bobde #CAAProtest #CAASupport #CAA #CAA_NRC_Protests https://t.co/Ss4l4Z0cz9",2
pm minute the tiny spec of lamp light is from a distant mountain they had lit a huge lamp to show their solidarity with our pm in fighting the covid pandemic,2
"If #CAA is so great, then why still there are no rules pertaining to this law? Itâ€™s been 2 years: Arshpreet Khadial, Spokesperson, Congress &amp; Advocate, SC, tells Padmaja Joshi on @thenewshour AGENDA.  @GVLNRAO, National Spokesperson &amp; MP, BJP responds. | #CAAShield https://t.co/0GvdZtaUvq",1
#BREAKING -- Congress Working Committee meet concludes. Party's strategy on #NRC discussed during meet: Sources | @_pallavighosh with more details. #NRCPolitics #40LakhOutOfNRC https://t.co/Y7HpTUbxBP,2
"Rahul Gandhi must remember that the anti-Sikh riots happened during the Congress regime. Your party opposes the CAA but the law will benefit Sikhs from neighbouring countries: Sidharth Nath Singh (@SidharthNSingh), UP Cabinet Minister https://t.co/T9hiOtSq5L",0
those who are talking about not taking one step back are now taken many steps back we will fight this black law till this caa nrc npr taken back no npr in ms we know you will surely thinking about it and you will listen the demand of people of maharashtra,1
To show their support towards the historic Citizenship Amendment Act thousands of Mumbaikars from various walks of life joined the #MumbaiSignsForCAA signature campaign at @BJYM4Mumbai Dahisar Assembly.Citizens praised the brave and bold decision of Hon'ble PM @narendramodi Ji https://t.co/2pmydShz0a,0
Citizenship (Amendment) Act 2019: ‘No Indian citizen affected’ - this and other questions answered by MHA. | #ProtestYaPolitics https://t.co/r1oVKTMcOg,0
There could not have been a bigger insult &amp; demeaning to 210 Million Indian Muslims than what was lashed out by Indian PM NM in his speech in Parliament on CAA( Citizens Act Amendment). Another vindication of vision of Quaid of a ‘Two Nations’ reality ! https://t.co/IFwwBHXOef,1
i have st one om something that gives me courage nd in life amp beyond twin one with for the of us mom dad sis amp me my family my pride with kulabhiman written in my mom s handwriting rd i am shakti iam shiva that gives me a lot of strength,2
"Assam elections: Priyanka Gandhi wants to give taxpayersâ€™ money to housewives for free, law to nullify CAA https://t.co/FTCkq3cGkw",1
Participated in the Protest Against CAA &amp; NRC Bill (Citizenship Amendment Act and National Register of Citizens) and Submitted Submission (Which bill was imposed by Central BJP Government) to Channapatna Taluk Tahashildar in Channapatna https://t.co/wPa9lmH9lN,1
Fifty-one professors of the prestigious Banaras Hindu University in Uttar Pradesh and its affiliated colleges have launched a signature campaign against the Citizenship Amendment Act and the citizens' list NRC. #IndiaAgainstCAA_NRC https://t.co/wR0OFg4dUP,1
been months on the ground since the protests started currently on the verge of a breakdown oppressors will you think about us and take caa nrc npr in wake of coronavirus instead of telling the oppressed to behave i do not have guts to say to stop protests,1
Coimbatore: Several organisations hold' Road Roko' protest against Citizenship Amendment Act and National Register of Citizens https://t.co/DdoTpjCoOd,1
Bengal election is also about the Citizenship Amendment Act (CAA) of people who have been here for 70 years without being considered citizens and living as refugee. We are going to implement the CAA very soon here.'' HM Shri @AmitShah ji’s interview - https://t.co/hmJKWouIpQ https://t.co/F1QXivXrk5,0
i am not against anyone i am not communal i am for my bharat i am for sanatan dharma i am for buddhism i am for jainism i am for sikhism i am for hindu rashtra i am for caa npr nrc ucc i am for temple freedom i am for anti conversion jihad law i am for kashi and mathura,0
telangana assembly adopts resolution against caa nrc npr telanganaagainstcaa nrc npr indiaagainstcaa nrc npr worldagainstcaa nrc npr,1
very practical explanation on npr and nationwide nrc by if a non muslim is out of nrc to get protection under caa they may have to swear that they are either from pakistan afghanistan or bangladesh citizenship at the cost of dignity and your entire history,1
please follow,2
With an aim to clear ‘confusions’ and ‘misinformation’ spread by political parties the BJP and the RSS will together work to apprise people of the newly-passed Citizen Amendment Act. https://t.co/iFmmQNWCJy,0
the magnificent women of shaheenbagh no caa no npr no nrc,1
"During a two-day visit in #Assam, RSS chief Mohan Bhagat said that the Citizenship Amendment Act (#CAA) will not affect Indian Muslims. https://t.co/ra9tVmHCga",0
"#TimesNowSummit | #CAA has been drawn up to amalgamate and make it one country: Gen. Bipin Rawat, Chief of Defence Staff, tells Rahul Shivshankar on INDIA UPFRONT. | #TimesNowSummit2021 #TNSummit2021 https://t.co/3iTBDvLnLq",0
"We are ideologically different from the #BJP. We are a Dravidian party,' maintains #AIADMK as it opposes the #CAA in its election manifesto, @NikhilaHenry reports on the #TamilNaduElections, that is all set to begin on 6 April.  https://t.co/WY6w0AS9gM",1
the supreme court tomorrow will hear the shaheen bagh petition for removal of protestors on site incidentally march marks days since a sit in protest led by women against the caa has been going on shaheenbagh caa nrc npr,2
bold statement at right time caa will not be kept in abeyance npr exercise will not be halted as for nrc said no draft has been prepared so far,1
ts amp ap jac against caa npr nrc demands stay on npr in telangana,1
achievements communal divide deepened loss of life amp property many families destroyed image of nation sullied pm amp hm defamed caa stays as such npr stays as such documents were never demanded pm took off the table nrc long time back,1
RSS chief Mohan Bhagwat said that the CAA and the NRC have nothing to do with the Hindu-Muslim divide https://t.co/wwxbOuHWAi,0
we may have differences with the government on caa nrc and npr but we are with the government in the fight against covid a protester said,1
not a word on people who were butchered in your home town not a word on people who were protesting to save their citizenship not a word on caa nrc npr i was your fan amp i am ashamed of myself of being your fan,1
press release hum bharat ke log condemns the arbitrary arrests of students and activists by delhi police we stand in complete solidarity with the activists amp students and demand their immediate and unconditional release caa nrc protests delhipolice,2
Jamia Millia Islamia administration has declared that a large number of locals participated in protests against the Citizenship (Amendment) Act 2019 and National Register of Citizens (NRC). https://t.co/aYSIqRQQfK,1
Citizenship Amendment Act does not take away the rights of any citizen of India. I appeal to state governments to take the strict action against people who are providing support to violent elements: Union Minister @smritiirani https://t.co/zwVFCJgICl,0
the state being multicultural and diverse state has seen unified peaceful protests against caa npr and nrc cutting across political cultural religious and class lines made me smile but at least the government did what we requested not to ensure npr does not take place,1
very well said when will we see action against them do not think that time will wipe off the memories those who have lost in the nsel scam are living the pain everyday,1
caa is complete and in force in law it s never going back no jihadi riots or faux shaheen bagh natak could do anything about it nrc is already happening thanks to tablighis fleeing to multiple mosques throughout india is gone and never coming back you can shut your acc,0
Gunmen open fire near #Jamia again #CAA2019 @DelhiPolice https://t.co/qdxRFJeNd0,2
when the inc raised hell in the parliament opposing uapa amit shah replied that the act would not be used for anything but anti terrorism today bjp govt is using uapa to arrest students amp journalists and indians are supposed to believe this man on caa nrc npr bjp bs,1
India America's strategic partner passed a controversial Citizen Amendment Act(CAA) providing a path to citizenship for religious minorities but excluding Muslims. Demonstrations/protests have rocked India. The Supreme Court rules in January. Democracy/ justice must prevail.,1
Devangana Kalita a former IDS student has been held in prison in India since May 2020 after peaceful protest against the Citizen Amendment Act #CAA. She now studies for an MPhil-PhD from her prison cell. Read more here: https://t.co/EyqJqim5Ry #DevanganaKalita #UAPA,2
Citizenship Amendment Act does justice to those who were denied for decades! It gives rights to the disempowered &amp; does not affect the rights of Indian citizens at all. #IndiaSupportsCAA,0
bjp has already mentioned about caa and nrc in their manifesto and people have voted for them to be in power ane cheptunnadu about it entra howle,0
People protesting outside Delhi's Raj Ghat against #CAA and #NRC have been detained by the police: news agency ANI. More on https://t.co/Fbzw6mR9Q5 and NDTV 24x7 https://t.co/Y2ufPC0Z4Q,2
Sambhal: Mohit Mishra and Sonam Pathak who are tying the knot on 3 February have added a line in support of Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) in their wedding card. https://t.co/g3PeKMWc0N,0
India standing firm for Citizen Amendment Act. Whole India stands with CAA Whole world too joined for the support !! #IndiaSupportsCAA @KTHopkins @davidfrawleyved @DVATW @mariawirth1 @Voice_For_India @POTUS @netanyahu https://t.co/T2tjmRiZCi,0
uapa is slapped on every possible person one who participated in caa nrc protests but not on one terror accused mp who still goes to parliament amp is on bail she praised godse amp pm had told that he wo not be able to forgive her hypocrisy unlimited safoorazargar uapa,2
euvoteagainstcaa who the hell is eu to decide what should india do and what not caa npr nrc must to stop the terrorists like these,0
allahabad high court ne anti caa protester ka hoarding hatane ka order diya nrc caa protest,2
Amid concerns over the Citizenship Amendment Act and the proposed National Register of Citizens (NRC) UN chief Antonio Guterres has said it is necessary to do everything to prevent “statelessness” when a nationality law is changed. https://t.co/npooNoXUbQ,1
The Hon’ble CM Uddhav Balasaheb Thackeray today assured the assembly that his government will protect rights of citizens of all castes and religions in the state and citizens should not keep any misunderstandings about the Citizenship Amendment Act.,0
why these peaceful community oppose nrc npr caa we know samaajkedushman,2
"Lucknow: Security beefed up around Clock Tower after y'day's protest against Citizenship Amendment Act (CAA) &amp; National Register of Citizens (NRC). OP Singh UP DGP says ""We have increased police patrolling deployed Rapid Action Force and officials in civil dress as precaution"" https://t.co/ePu06jWxZw",2
THREAD: Today I'm watching testimony at DC's hearing: Removing Barriers to Occupational Licensing for Returning Citizens Amendment Act of 2019 B23-440  It's really impressive! But it needs some narrow work to make sure it accomplishes its goals.,0
another rubbish they have decided to keep the country hostage and black mail the government continuously surely will be a flop show staprilbharatbandh caa npr nrc,1
"#Update | Police stop students' march, deploy water cannons as protests escalate near #JamiaMilliaIslamia University. #CAA #NRC #NPR #JamiaViolence #JamiaProtests #JamiaFiring Watch live https://t.co/WVFIMzLlPH https://t.co/gbVlAw6BLf",2
According to PK: CAA : “Civilization” Amendment Act NRC: National “Registration” of citizens. Their leader itself is clueless about the basic terms of such important bills/acts. Pathetic that he is lecturing ppl now. What else can we expect from his illiterate flock of sheep ?,2
Untrue @LastWeekTonight. Citizen amendment act of india is not related to indian citizens whether hindu or muslims. It relates to Religiously prosecuted minorities sikh Christian Hindus etc. of islamic countries. As desired by M K Gandhi.,0
Chennai: DMK President MK Stalin held a signature campaign in Otteri today against Citizenship Amendment Act (CAA) the National Register of Citizens (NRC) and the National Population Register (NPR). #TamilNadu https://t.co/Pnuf97SPPA,1
from caa to nrc india s high courts are setting higher benchmarks than the supreme court alok prasanna kumar senior resident fellow at vidhi centre for legal policy writes theprintopinion,1
"Former Assam chief minister claims that the initiative to update the #NRC was his ""baby"" and the BJP has failed to ""nurse"" it properly https://t.co/Hhb0egU8c7",2
Hon. Member of Parliament Smt. @supriya_sule Tai met the Representatives of Various Women Organizations leading the Protest at Mumbai Baug Nagpada against Citizenship Amendment Act (#CAA) and National Register of Citizens (#NRC). @NCPspeaks @MumbaiNCP #CAA_NRCProtests https://t.co/OOb0k6P0i4,2
shaheenbagh of nizambad and state chapter of alliance against caa nrc and npr for pressurising government of ts note thanks to politicians who tried to work hard under pressure of public telanganaagainstcaa nrc npr,1
...last August and Modi brutally repressing dissident movements against the new Citizenship Amendment Act and proposed National Register of Citizens we talked about how the BJP was turning all of India into Kashmir. Fascism was not rising in India but already risen. There are...,1
good to see the top brass of makkalneedhimaiam visit the site of the anti caa nrc npr protests in washermanpet chennai and lend their support much needed remember this is the party that first moved the supreme court against the caa well done,1
even after multiple denials over nrc by pm amp hm the government reiterates that nrc is a necessary exercise the government made the submissions in an affidavit to the sc as its response to a batch of petitions challenging the caa,0
euvoteagainstcaa thank you european union for rejecting caa npr nrc in india,1
Law made for 5% quota for muslims will implement it. Citizen Amendment Act passed will oppose it. And will pretend like we utmost respect constitution and law. https://t.co/gKKu15aVdE,1
NSUI Nagaland Social Media Incharge @AwomiViwoka spoke today at the public protest rally against Citizenship Amendment Act and National Register of Citizens organised by @INCNagaland. @nsui @NSUINagaland @Neerajkundan @LubanaManoj https://t.co/Mdno8ZSZH1,1
qn arises about communal riots caa nrc npr our motu bhai leads the qn arises regarding humanity about our motu bhai is missing,2
we will go forward we will never go back shaheenbagh shaheenbaghprotest coronaviruslockdown caa nrc protests,1
this event was happen during nrc and caa against protest police was beat girls in jamia university islamophobia in india,1
Uncertain future for hundreds of Afghan Soldier currently be trained in India. India’s controversial Citizen Amendment Act could further complicate things for these Muslim soldiers if they decide to make India their home. #Afghanistan https://t.co/ZlWMUEoAIY,1
Not only #CAA_NRC_NPR but #UCC &amp; #PCL are top priority too! Just in case you don't know full form #CAA Citizenship Amendment Act #NRC National Register of Citizens #NPR National Population Register #UCC Uniform Civil Code #PCL Population Control Law Thank India later 😊🙏 https://t.co/n5aNGpfJB6,2
"@naropant @_YogendraYadav If an act passed unanimously in both houses and accepted by president is destroying spirit &amp; soul of constitution then amendment in preamble of constitution by adding ""secular"" and still providing minority status to its citizen on basis of religion is LOL in face of constitution.",2
"LIVE | 14 organisations comprising farmers, industrial workers, student groups and religious groups took out a rally in Ludhiana against the #CAA, #NPR, #NRC. Follow for updates: https://t.co/0RcHqJOUky",1
how can we country segregate a particular section of people muslims when it is against the constitution of india telanagana cm kcr on caa nrc npr divisive politics to ruin the coming generations we advise the goi to take back caa nrc npr or review i request kcr,1
#BanPFI_StopRiots The activists of PFI have been caught with incriminating evidence of fomenting unrest among people against the Citizenship Amendment Act and the National Register of Citizens campaign.@shastria @ArpitaBasak8 @hjsdrpingale https://t.co/JGHT8Kajlk https://t.co/7kjMc17SMQ,2
if sc says caa is valid and do nrc then what will you say,2
Defending the #CitizenAmendmentAct Home Minister #AmitShah said that the population of Hindus residing in Pakistan had drastically reduced from 30% to 3%. He was addressing a pro-CAA rally in Hubballi #Karnataka. https://t.co/QEppXvbjVm,0
"Watch | In Assam, anti - #CAA protesters are observing a black-anniversary with renewed agitation against the controversial bill across the state https://t.co/WzEWuaTzCB",1
